% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
54                                                1.4470311206714523E8+2.546014988013855E-6i        2.972664887142023                                 -20.66750750060593+0.007717403892363925i          -4.066746655763329E-4-1.0868522968737435i         50006.60967813258+1.3347219634919657E8i           8
54                                                -1.4470311206714523E8+2.546014988013855E-6i       2.972664887142023                                 -20.66750750060593-0.007717403892363925i          -4.066746655763329E-4+1.0868522968737435i         50006.60967813258-1.3347219634919657E8i           8
54.050000000000004                                1.6703568168204816E7-2.801124083259904E-9i        2.9661147113417905                                0.2530303845542147-0.015572350588013298i          -6491347.141482067-1.054759095333866E8i           0.07292847338548103+1.1849993515559247i           2
54.050000000000004                                -1.6703568168204816E7-2.801124083259904E-9i       2.9661147113417905                                0.2530303845542147+0.015572350588013298i          -6491347.141482067+1.054759095333866E8i           0.07292847338548103-1.1849993515559247i           0
54.050000000000004                                3.287248276176783E7-2.0900408127187173E-7i        2.978152137278147                                 -0.23210583717456038-0.0059504562053653i          0.0780457237814491-3.0443112614430357i            2525406.8057672586-9.85074691068111E7i            3
54.050000000000004                                -3.287248276176783E7-2.0900408127187173E-7i       2.978152137278147                                 -0.23210583717456038+0.0059504562053653i          0.0780457237814491+3.0443112614430357i            2525406.8057672586+9.85074691068111E7i            0
54.050000000000004                                7.012712647102243E7+3.93222008594871E-6i          3.012436096645201                                 -1.566151134051192E-5+0.00971641855363615i        -0.3343492323204869-6.053932998107222E-4i         0.043307007261243924+8.170082801213509E-5i        4
54.050000000000004                                -7.012712647102243E7+3.93222008594871E-6i         3.012436096645201                                 -1.566151134051192E-5-0.00971641855363615i        -0.3343492323204869+6.053932998107222E-4i         0.043307007261243924-8.170082801213509E-5i        4
54.050000000000004                                1.2505246429301634E8-2.0313816569369316E-6i       2.8925640882812083                                -1.3419247563841663E8+486023.959259288i           -0.023873037646817453-6.5915469577486325i         -0.054065741464672995-14.923775987368282i         6
54.050000000000004                                -1.2505246429301634E8-2.0313816569369316E-6i      2.8925640882812083                                -1.3419247563841663E8-486023.959259288i           -0.023873037646817453+6.5915469577486325i         -0.054065741464672995+14.923775987368282i         6
54.050000000000004                                1.3497695609135932E8-2.796221343839597E-7i        2.9786375658407285                                -7.733895771583693-0.015588987284765888i          -264564.5828269551+1.31153221307286E8i            0.00752054247457072-3.732883629641328i            7
54.050000000000004                                -1.3497695609135932E8-2.796221343839597E-7i       2.9786375658407285                                -7.733895771583693+0.015588987284765888i          -264564.5828269551-1.31153221307286E8i            0.00752054247457072+3.732883629641328i            7
54.050000000000004                                1.4481613070067564E8+5.593736077182384E-7i        2.9726451351243757                                -20.710628297950645+0.0077487852196575936i        -4.0156338154645005E-4-1.08776924340647i          49910.96636720562+1.3354667976959051E8i           8
54.050000000000004                                -1.4481613070067564E8+5.593736077182384E-7i       2.9726451351243757                                -20.710628297950645-0.0077487852196575936i        -4.0156338154645005E-4+1.08776924340647i          49910.96636720562-1.3354667976959051E8i           8
54.1                                              1.6915603200676225E7+5.0274747101623255E-8i       2.966167821774294                                 0.25703519826577836-0.015643798002181273i         -6416168.391695187-1.0542142484040776E8i          0.07208947717130758+1.184480555233831i            2
